ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncf_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.205571822087276 -13.778034538902265, 25.154024 -13.770325, 25.162308 -12.941111, 25.20475669149536 -12.947463253131659, 25.205571822087276 -13.778034538902265))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_nca_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.20427368137374 -13.777840387802833, 25.154024 -13.770325, 25.162308 -12.941111, 25.203445949631558 -12.947267106588248, 25.20427368137374 -13.777840387802833))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncn_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.17556837220743 -13.773547195796688, 25.154024 -13.770325, 25.162308 -12.941111, 25.174778579606325 -12.942977165376771, 25.17556837220743 -13.773547195796688))
ch2_tmc_derived_dtm.csv;ch2_ohr_cal.csv;ch2_tmc_ndn_20200203T1845562233_d_dtm_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.187548 -13.775338879766286, 25.154024 -13.770325, 25.162308 -12.941111, 25.187548 -12.944888050914763, 25.187548 -13.775338879766286))
ch2_tmc_derived_ortho.csv;ch2_ohr_cal.csv;ch2_tmc_ndn_20200203T1845562233_d_oth_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.187548 -13.775338879766286, 25.154024 -13.770325, 25.162308 -12.941111, 25.187548 -12.944888050914763, 25.187548 -13.775338879766286))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nrf_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.19210922210833 -13.776021060270955, 25.154024 -13.770325, 25.162308 -12.941111, 25.1914579258297 -12.945473153487336, 25.19210922210833 -13.776021060270955))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nra_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.187150378650585 -13.775279411157575, 25.154024 -13.770325, 25.162308 -12.941111, 25.186336803052544 -12.944706800814195, 25.187150378650585 -13.775279411157575))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nrn_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2200364910_d_img_d18;POLYGON ((25.1585587895305 -13.771003227224416, 25.154024 -13.770325, 25.15825684670348 -13.346624402899574, 25.1585587895305 -13.771003227224416))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncf_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.20567858499557 -13.886819814406282, 25.128422 -13.888916, 25.133115 -13.058433, 25.20486367054503 -13.056468764296541, 25.20567858499557 -13.886819814406282))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_nca_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.204382323013185 -13.886854985591926, 25.128422 -13.888916, 25.133115 -13.058433, 25.203554813400444 -13.05650459637419, 25.204382323013185 -13.886854985591926))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncn_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.17567685769061 -13.887633844544515, 25.128422 -13.888916, 25.133115 -13.058433, 25.174887279615678 -13.057289416398902, 25.17567685769061 -13.887633844544515))
ch2_tmc_derived_dtm.csv;ch2_ohr_cal.csv;ch2_tmc_ndn_20200203T1845562233_d_dtm_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.187548 -13.887311747502672, 25.128422 -13.888916, 25.133115 -13.058433, 25.187548 -13.056942808736048, 25.187548 -13.887311747502672))
ch2_tmc_derived_ortho.csv;ch2_ohr_cal.csv;ch2_tmc_ndn_20200203T1845562233_d_oth_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.187548 -13.887311747502672, 25.128422 -13.888916, 25.133115 -13.058433, 25.187548 -13.056942808736048, 25.187548 -13.887311747502672))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nrf_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.192196394763695 -13.887185623650081, 25.128422 -13.888916, 25.133115 -13.058433, 25.191545251917578 -13.056833377510737, 25.192196394763695 -13.887185623650081))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nra_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.187260125984654 -13.887319558323767, 25.128422 -13.888916, 25.133115 -13.058433, 25.18644677177018 -13.056972956636912, 25.187260125984654 -13.887319558323767))
ch2_tmc_raw.csv;ch2_ohr_cal.csv;ch2_tmc_nrn_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_d18;POLYGON ((25.15864210032344 -13.888096044795633, 25.128422 -13.888916, 25.133115 -13.058433, 25.15805131464158 -13.05775032812386, 25.15864210032344 -13.888096044795633))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncf_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_hw1;POLYGON ((25.205686624262512 -13.895011365977407, 25.127978 -13.897119, 25.132719 -13.066636, 25.204871710277892 -13.064660790612418, 25.205686624262512 -13.895011365977407))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_nca_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_hw1;POLYGON ((25.204390486523064 -13.895046520170697, 25.127978 -13.897119, 25.132719 -13.066636, 25.203562977395407 -13.064696617700069, 25.204390486523064 -13.895046520170697))
ch2_tmc_cal.csv;ch2_ohr_cal.csv;ch2_tmc_ncn_20200203T1845562233_d_img_m65;ch2_ohr_ncp_20210401T2357376656_d_img_hw1;POLYGON ((25.17568464677874 -13.895825087608564, 25.127978 -13.897119, 25.132719 -13.066636, 25.174895069420522 -13.06548141318088, 25.17568464677874 -13.895825087608564))
